,question,answer,language,section,wrong_answer
494,COVID-19可以通过空气传播吗？,导致COVID-19的病毒主要通过感染者咳嗽、打喷嚏或说话时产生的飞沫传播。这些飞沫太重，无法悬浮在空气中，很快就会落在地板或各种表面上。如果你与COVID-19患者相距1米以内，你可能会因为吸入病毒而被感染，或者因为在洗手前触摸了一个被污染的表面，然后又触摸自己的眼睛、鼻子或嘴巴而被感染。,chinese,Q&A on coronaviruses (COVID-19),重要的是确保在公共卫生领域应对COVID-19大流行中实施隔离措施的情况下也能继续获得基本的艾滋病毒预防、检测和治疗服务。虽然应维持获得基本服务的机会，但应考虑并实施适合的循证措施，以减少可能的传播。这些措施包括[12] ： 对所有患者采取标准预防措施（包括确保所有患者在咳嗽或打喷嚏时用纸巾或手肘捂住口鼻，在疑似感染COVID-19的患者等待服务时为其提供医用口罩，采取手卫生措施等。）卫生保健和外联工作者以及同伴教育者和客户应采取适当的手卫生措施确保分类、早期识别和源头控制（隔离疑似感染COVID-19的患者）确保医疗机构的所有区域都通风良好在所有类型的服务中，所有患者之间最好保持至少1米的空间间隔应始终严格遵循清洁和消毒程序发放较长期间的药物（用于治疗艾滋病毒、结核病和其它慢性疾病，如阿片类药物依赖），减少患者的就诊频率考虑将服务减少至最关键的服务（提供基本的治疗和预防服务；咨询等服务可能会减少或调整）  一般来说，弱势群体，包括重点人群的成员，以及无家可归者和/或流离失所者，感染的风险可能会增加——原因是影响其免疫系统的其它共病，应用隔离和社交距离措施的能力下降，以及获得卫生服务的机会普遍有限。至关重要的是，面向这些人群的服务，如社区服务、免费服务中心和外联服务，能够继续提供挽救生命的预防（分发避孕套、针头和注射器）、检测和治疗，同时确保工作人员和客户的安全。在适用的情况下，可以根据上述考虑调整服务。
495,多大规模的会议或活动算是“大型集会”？,像奥运会或世界杯这样引人注目的国际体育赛事以及像麦加朝圣这样的国际宗教活动算是大型集会。然而，不那么引人注目的会议和活动也可能符合世卫组织对大型集会的定义。如果一项活动所汇集的人多到有可能造成活动所在社区卫生系统的规划和应对资源紧张，那么这项活动就被视为“大型集会”。你需要考虑活动的举办地点和持续时间以及参与者人数。例如，如果在一个卫生系统能力相当有限的小岛屿国家举行为期几天的活动，那么即使只有几千人参加也会给卫生系统带来很大压力，因此该活动被认为是“大型集会”。相反，如果活动是在一个拥有资源充足的大型卫生系统的国家的大城市举行，并且仅持续几个小时，则该活动可能不构成“大型集会”。,chinese,Q&A on Mass Gatherings and COVID-19,目前正在研究COVID-19感染对孕妇的影响。虽然相关数据有限，但目前没有证据表明她们患重症的风险高于普通人。我们知道，由于孕妇身体和免疫系统的变化，她们可能会受到一些呼吸道感染的严重影响。因此，她们必须采取预防措施防范COVID-19，并向医护人员报告有关症状（发烧、咳嗽或呼吸困难等）。世卫组织将继续进行审查，并将在获得更多证据后更新其信息和建议。
496,世卫组织是否建议因COVID-19而取消所有国际大型集会？,不。由于国际大型集会各不相同，因此在决定是否取消活动时要考虑的因素也可能不同。任何改变计划中的国际集会的决定都应该基于对风险和如何管理风险的仔细评估，以及活动策划的水平。评估应涉及活动的所有利益攸关方，尤其是活动举办地所在国家或社区的卫生主管部门。这些主管部门和利益攸关方最有资格评估活动可能给当地卫生系统和应急服务带来的压力水平，以及这种压力水平在当前情况下是否可以接受。,chinese,Q&A on Mass Gatherings and COVID-19,有规律的身体活动有益于身心健康，可以降低高血压，有助于控制体重并降低患心脏病、中风、II型糖尿病和各种癌症的患病风险，还可以增强骨骼和肌肉力量，并提高平衡、柔韧和健美程度。对于老年人而言，改善平衡的活动有助于防止跌倒和受伤。对于儿童而言，有规律的身体活动有助于健康成长和发育，并减少晚年患病的风险，通过有规律的活动，儿童也可以发展基本的运动技能并建立社交关系。有规律的身体活动还有助于精神健康，并可以降低患上抑郁症和认知能力下降的风险，能够延缓痴呆症的形成——并提高整体幸福感。
497,在评估风险是否可接受时，组织者和卫生主管部门应该考虑哪些因素？,就目前并非已知存在COVID-19社区传播的国家而言，重点考虑的是计划中的大型集会活动是否会大大增加病毒进入该国并持续存在的风险，以及参与者带着该传染病回国并进一步加剧全球传播的风险。在进行这一评估时，组织者及其国家或地方卫生主管部门应认识到COVID-19输入病例的风险自然与国际旅行有关。他们还应该认识到，以零风险为目标既不现实也不可取。在组织者和卫生主管部门决定是否举行大型集会时，他们应该确定可接受的风险是什么，以及应该采取哪些额外措施来降低风险。就COVID-19已经开始在社区传播的国家而言，主要考虑因素是：旨在遏制或至少减缓病毒在当地社区/国家的传播。防止来自其它国家的参与者感染COVID-19。在不同情况下，应根据COVID-19的已知特征、严重性、传播性以及预防或减少传播措施的有效性来考虑风险。还需要考虑应对COVID-19疫情已经给地方卫生系统带来的压力，以及大型集会可能给系统带来的额外压力。你可以在2020年2月14日在本次COVID-19疫情的背景下发布的世卫组织文件《大型集会的主要规划建议》中找到更多的建议：https://www.who.int/publications-detail/key-planning-recommendations-for-mass-gatherings-in-the-context-of-the-current-covid-19-outbreak。,chinese,Q&A on Mass Gatherings and COVID-19,先前的经验表明，疾病暴发对卫生服务提供具有破坏性影响，并对疟疾等疾病产生了后果。例如，2014-2016年几内亚、利比里亚和塞拉利昂暴发埃博拉疫情破坏了疟疾控制工作，并导致这三个国家与疟疾有关的疾病和死亡人数大幅增长。最近几周，COVID-19大流行考验了全世界强大的卫生系统的韧性。世卫组织认识到疟疾给卫生系统脆弱国家的弱势民众带来了沉重负担，强调持续努力预防、发现和治疗疟疾的至关重要性。所有区域都应采取保护措施，以最大限度降低患者、社区和卫生服务提供者之间传播COVID-19的风险。世卫组织在应对COVID-19疫情暴发背景下制定了详细的卫生工作者指南，并为继续安全地提供基本卫生服务制定了业务指南。
498,如果我所在的组织不具备评估COVID-19给我们计划的大型集会带来的风险的专长，该怎么办？,你计划举行的大型集会所在地的国家和地方公共卫生主管部门很可能知道如何进行卫生风险评估。如果那里有世卫组织国家办事处，他们也可以提供一些专家支持。你所在地区的世卫组织区域办事处也可能提供这方面的支持。你可以在以下网址找到世卫组织区域办事处的名称和联系方式：https://www.who.int/zh/about/who-we-are/regional-offices。,chinese,Q&A on Mass Gatherings and COVID-19,以下措施不能有效应对2019冠状病毒病，甚至可能有害：吸烟佩戴多个口罩服用抗生素（参见“是否有可用来预防或治愈COVID-19的药物或疗法？”）无论如何，如果有发热、咳嗽和呼吸困难等症状，请及早就医，以降低发生更严重感染的风险，并应告知医务人员您最近的旅行史。
499,如果我们继续举行国际大型集会，我们能做些什么来降低参与者感染COVID-19的风险？,宣传洗手、呼吸卫生和保持社交距离。确保你知晓所有参与者的紧急联系方式，包括他们在活动期间的住处。你应该向他们明确表示，如果有活动参与者感染了COVID-19，此信息将与当地公共卫生主管部门共享，以便能够快速追踪接触者。活动组织者需要有一个商定的防范计划，以防一个或多个参与者出现COVID-19症状。防范计划应包括迅速隔离病人，并将他们安全转移到当地的医疗机构。你应该考虑是否可以减少活动参与者的人数；提供通过视频或电话会议参与活动的机会；以及可能的话在入场时对参与者进行COVID-19症状（咳嗽、发烧、不适）筛查。你可以在以下网址找到关于参与者个人如何保护他们自己和他们所爱的人免受COVID-19侵害的建议：https://www.who.int/zh/emergencies/diseases/novel-coronavirus-2019/advice-for-public。,chinese,Q&A on Mass Gatherings and COVID-19,不需要。世卫组织目前对2019-nCoV急性呼吸道疾病疑似或确诊患者的医护人员的指导意见是，除了所有医护人员针对所有患者应始终采取的标准防护措施之外，还建议采用预防接触感染和飞沫感染措施。关于个人防护装备，接触和飞沫传播预防措施包括，在进入收治2019-nCoV急性呼吸道疾病疑似或确诊患者病房之前，应佩戴一次性手套保护双手，穿戴清洁、非无菌的长袖袍服保护衣物免受污染，佩戴医用口罩保护口鼻，并戴上眼部防护装置（如护目镜和防护面罩）。N95等呼吸器仅适用于产生气溶胶的操作程序。更多有关医护人员治疗和护理新型冠状病毒疑似或确诊患者的个人防护装备的信息
500,我在哪里可以找到更多关于评估和管理国际大型集会的卫生风险的建议？,世卫组织就如何规划大型集会提供了指导和培训课程。指导和课程都着眼于如何与地方主管部门合作进行风险评估、规划和管理卫生风险：https://www.who.int/emergencies/diseases/novel-coronavirus-2019/technical-guidance/points-of-entry-and-mass-gatherings。你可以在以下网址找到可提供给参与者个人的关于如何保护他们自己以及他们所爱的人免受COVID-19侵害的建议：https://www.who.int/zh/emergencies/diseases/novel-coronavirus-2019/advice-for-public。,chinese,Q&A on Mass Gatherings and COVID-19,抗逆转录病毒药物对艾滋病毒感染者来说是一种有效且高度耐受的治疗方法。目前正在研究是否可以用抗逆转录病毒药物LPV/r来治疗COVID-19。如果将LPV/r用于COVID-19的治疗，应制定一项计划，确保有足够的和持续的供应来满足已经使用LPV/r的所有艾滋病毒感染者和需要开始治疗的艾滋病毒感染者的需求。然而，一小部分人使用包括LPV/r在内的疗法，因为根据世卫组织的艾滋病毒治疗指南，它被用作二线疗法。任何允许使用艾滋病毒药物来治疗COVID-19的国家都必须确保有充足和可持续的供应。
501,如何清洁2019冠状病毒病患者的脏被褥、毛巾和衣服？,处理2019冠状病毒病患者的脏被褥、毛巾和衣服的所有人员应该注意以下事项： 在接触上述任何脏污用品之前，应穿戴适当的个人防护装备，包括坚实的手套、口罩、眼睛保护装置（面罩/护目镜）、长袖罩衣、围裙（如果罩衣不耐液体）、靴子或密闭的鞋子。不要贴身拿这些脏污用品；将这些用品放在有清晰标记的不漏的容器（如袋子或桶）中。如果这些用品上有任何粪便或呕吐物等固体排泄物，在将这些用品放入专用容器之前，需用平坦、坚固的器具小心地将排泄物刮到马桶或专用厕所中。如果患者房间并无厕所，则需将刮下的排泄物放入带盖的桶里，然后拿到厕所里处理掉。洗涤和消毒这些用品：建议使用洗衣机，用温水（60-90℃）和洗涤剂进行洗涤，以清洁和消毒这些用品。如果不能用洗衣机洗，可用大桶将它们浸泡在热肥皂水中，然后用棍子搅拌，但应注意不要拍打和溅水。如果没有热水，则可将它们浸泡在0.05%的含氯漂白剂中约30分钟。最后，需用清水冲洗，然后晾在阳光下晒干。 关于环境清洁最佳做法的更多信息，见以下两份英文文件：(1) 在卫生保健设施中预防和控制易流行和易大流行的急性呼吸道感染：https://www.who.int/csr/bioriskreduction/infection_control/publication/en/(2) 在资源有限环境下卫生保健设施中清洁环境的最佳做法：https://www.cdc.gov/hai/pdfs/resource-limited/environmental-cleaning-508.pdf 。由美国疾病预防控制中心和免疫成本计算行动网络（ICAN）与世卫组织合作开发。,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,目前没有关于2019-nCoV在物体表面稳定性的数据。从实验室对SARS-CoV和MERS-CoV的研究数据来看，环境稳定性取决于相对温度、湿度和表面类型等若干因素。世卫组织继续监测关于新型冠状病毒的现有证据，并将在获得相关证据后予以更新。
502,对于来自中国或其他受到2019冠状病毒病影响的国家的车辆、货物和产品的消毒工作有何建议？,迄今为止，没有任何流行病学信息表明，有人曾因接触来自2019冠状病毒病疫情国家的货物、产品或车辆而患2019冠状病毒病。鉴于并无证据表明来自存在2019冠状病毒病疫情的国家的任何商品和产品对公众健康构成风险，我们没有关于如何对这些产品进行消毒的建议。世卫组织将继续密切监测2019冠状病毒病的演变，并将根据需要更新相关建议。,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,2019冠状病毒病最常见症状是发热、乏力和干咳。有些患者可能会有疼痛、鼻塞、流涕、咽痛或腹泻等症状。这些症状往往轻微，且逐渐出现。有些感染者并无任何症状，也无不适感。大多数感染者（约80%）无需特别治疗即可康复。大约六分之一感染者病情严重，呼吸困难。老人以及那些有基础性疾病（如高血压、心脏病或糖尿病）的人可能会患严重疾病。发热、咳嗽和呼吸困难者应就医。
503,采集2019冠状病毒病疑似或确诊患者鼻咽或口咽拭子样本的医护人员应该使用什么样的个人防护装备？,采集2019冠状病毒病疑似或确诊患者鼻咽或口咽拭子样本的医护人员应训练有素，熟悉规程，并应穿着干净但非无菌的长袖罩衣、医用口罩、护眼装置（即护目镜或面罩）和手套。采集样本应在单独/隔离的房间中进行。在采集鼻咽拭子样本时，医护人员应要求患者戴上医用口罩或用纸巾遮口。采集鼻咽或口咽拭子样本有可能引起患者咳嗽，但目前没有证据表明采集鼻咽或口咽拭子样本时引起的咳嗽会加剧通过气溶胶传播2019冠状病毒病的风险。,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,世卫组织就如何规划大型集会提供了指导和培训课程。指导和课程都着眼于如何与地方主管部门合作进行风险评估、规划和管理卫生风险：https://www.who.int/emergencies/diseases/novel-coronavirus-2019/technical-guidance/points-of-entry-and-mass-gatherings。你可以在以下网址找到可提供给参与者个人的关于如何保护他们自己以及他们所爱的人免受COVID-19侵害的建议：https://www.who.int/zh/emergencies/diseases/novel-coronavirus-2019/advice-for-public。
504,血站是否应该常规筛查血液制品中有无COVID-19病毒？,不应该。尽管在有症状的2019冠状病毒病患者血液中检测到SARS-CoV-2的核糖核酸片段，但这并不意味着所检出的病毒有存续力或有传染性。一般而言，没有证据显示呼吸道病毒会通过输血传播。但血站应采取常规献血筛查措施，以防有呼吸系统症状或发烧的人献血。作为预防措施，血站可以鼓励那些在过去14天内有在存在COVID-19疫情的国家旅行史的人或已被确诊患2019冠状病毒病的人或与2019冠状病毒病确诊病例有密切接触的人自行推迟献血。,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,像奥运会或世界杯这样引人注目的国际体育赛事以及像麦加朝圣这样的国际宗教活动算是大型集会。然而，不那么引人注目的会议和活动也可能符合世卫组织对大型集会的定义。如果一项活动所汇集的人多到有可能造成活动所在社区卫生系统的规划和应对资源紧张，那么这项活动就被视为“大型集会”。你需要考虑活动的举办地点和持续时间以及参与者人数。例如，如果在一个卫生系统能力相当有限的小岛屿国家举行为期几天的活动，那么即使只有几千人参加也会给卫生系统带来很大压力，因此该活动被认为是“大型集会”。相反，如果活动是在一个拥有资源充足的大型卫生系统的国家的大城市举行，并且仅持续几个小时，则该活动可能不构成“大型集会”。
505,医护人员在治疗和护理2019-nCoV疑似或确诊患者时，是否需要穿防护靴、医用围裙或连体防护服等常规个人防护装备？,不需要。世卫组织目前对2019-nCoV急性呼吸道疾病疑似或确诊患者的医护人员的指导意见是，除了所有医护人员针对所有患者应始终采取的标准防护措施之外，还建议采用预防接触感染和飞沫感染措施。关于个人防护装备，接触和飞沫传播预防措施包括，在进入收治2019-nCoV急性呼吸道疾病疑似或确诊患者病房之前，应佩戴一次性手套保护双手，穿戴清洁、非无菌的长袖袍服保护衣物免受污染，佩戴医用口罩保护口鼻，并戴上眼部防护装置（如护目镜和防护面罩）。N95等呼吸器仅适用于产生气溶胶的操作程序。更多有关医护人员治疗和护理新型冠状病毒疑似或确诊患者的个人防护装备的信息,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,如果发烧、咳嗽和呼吸困难，请不要锻炼。待在家里休息，主动就医并提前打电话。请遵从当地卫生部门的指示。 如果能够外出散步或骑车，时刻注意保持身体距离，在离开前、到达目的地和回家后立即用水和肥皂洗手。如果身旁无水和肥皂可用，请使用含酒精成分的免洗洗手液。如果去公园或公共开放空间散步、跑步或锻炼，时刻注意保持身体距离，并在离开前、到达目的地和回家后立即用水和肥皂洗手。如果身旁无水和肥皂可用，请使用含酒精成分的免洗洗手液。关于对同行人数的任何限制和/或对使用公共户外游乐设施或健身器材的限制，请遵从当地卫生部门的指示。如果没有固定的活动，则慢慢来并从低强度活动开始，例如步行和低冲击锻炼。一开始时间短些，比如5至10分钟，用几周时间逐渐延长到30分钟或更长时间。与不习惯却要做长时间活动相比，更频繁地做短时间活动会更有益、更安全。选择适当的活动，以便减少受伤的风险并享受这项活动。根据健康状况和健壮程度选择合适的强度。在做轻度和中度身体活动时，应该能够呼吸自如并进行交谈。
506,一次性医用口罩可以消毒和重复使用吗？,不可以。一次性医用口罩只能一次性使用。用后，应妥善取下口罩（不触摸正面，从后面通过两端皮筋或线绳取下口罩），并立即丢入带盖的传染性材料垃圾桶，然后采取手卫生措施。关于新型冠状病毒疫情期间使用口罩的更多信息 - 英文,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,世卫组织正在积极关注针对COVID-19持续进行的临床试验，包括将氯喹及其衍生物羟氯喹用于治疗和/或预防的研究。目前尚无充足数据来评估这两种药物在治疗COVID-19患者或在预防感染冠状病毒方面的疗效。世卫组织目前推荐使用氯喹治疗间日疟。在应对COVID-19背景下目前正在研究的氯喹和羟氯喹剂量和治疗方案并非治疗疟疾患者所用的剂量和治疗方案。大剂量摄入这些药物可能会给健康带来不利的或严重不利的后果。对于突发公共卫生事件，世卫组织拥有系统而透明的研发流程，包括药物临床试验。2020年1月7日启动的世卫组织COVID-19“研发蓝图”旨在快速追踪可用于挽救生命并避免大规模危机的有效检测、疫苗和药物的可得性。世卫组织还设计了一套程序，以评估紧急情况下医疗技术的性能、质量和安全性。
507,为什么世卫组织建议2019-nCoV疑似和确诊患者的医护人员采取接触和飞沫传播预防措施，而不是采用常规空气传播预防措施？,国际专家审查了2019-nCoV传播模式的现有证据并得出共识。世卫组织根据国际专家的共识制定了快速指导方针。现有证据表明此病毒通过飞沫传播，并通过接触受污染的设备表面而传播。现有证据显示通常不会通过空气传播。其他病毒性呼吸道疾病显示，在产生气溶胶的操作（例如气管插管和支气管镜检查）中，可能会发生空气传播，因此世卫组织建议对这些操作程序采取空气传播预防措施。关于2019-nCoV疫情医护人员防护的更多信息,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,上述所有考虑因素均适用于正在消除疟疾的国家和防止该疾病传播重新出现的国家：必须继续努力预防、发现和治疗疟疾病例，同时防止COVID-19传播并确保服务提供者的安全。即将消除疟疾的国家必须保护其重要成果并避免疟疾复发。已消除疟疾的国家必须对可能出现的任何输入性疟疾病例保持警惕，以防止该疾病再次输入。
508,世卫组织是否建议身体健康的人在2019-nCoV疫情期间通常佩戴口罩？,不，世卫组织不建议社区中无症状的个人（即没有呼吸道症状的人）佩戴医用口罩，因为目前没有证据表明健康的人通常使用医用口罩可以预防2019-nCoV传播。建议社区中有症状的人佩戴口罩。医用口罩的误用和滥用可能会导致严重的库存短缺问题，造成那些真正需要佩戴口罩的人反而无法获得口罩。在医护人员直接治疗和护理2019-nCoV急性呼吸道疾病疑似或确诊患者的医疗机构中，口罩是遏制2019-nCoV人际传播的重要工具，同时也应使用其他个人防护装备并采取手部卫生措施。关于医用口罩使用的更多信息 - 英文,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,请记住，口罩只应由医务人员、护理人员和有发热和咳嗽等呼吸道症状的人使用。在拿口罩前，用含酒精成分的免洗洗手液或用肥皂和清水洗手。拿起口罩，检查有无撕裂或破损。确定哪一边向上（有金属片的一边向上）。看清口罩正反面，口罩深色面朝外。将口罩戴在脸上。捏紧金属鼻夹或口罩硬边，使其贴紧鼻子。下拉口罩底部，使口罩覆盖口和下颌。使用后取下口罩；从耳后移除线绳，取下口罩后，注意不让口罩触碰脸部和衣服，以免接触可能被污染的口罩表面。用后立即将口罩丢进封闭的垃圾桶。触摸或丢弃口罩后，采取手卫生措施。使用含酒精成分的免洗洗手液洗手，如果手明显脏污，则用肥皂和清水洗手。
509,新型冠状病毒疑似和确诊患者可住在同一间病房吗？,2019-nCoV急性呼吸道疾病疑似和确诊患者最好应单间隔离。如果这不可行（例如单人病房数量有限），也可以合住。一些2019-nCoV的疑似患者实际上可能还患有其他呼吸系统疾病，因此必须将他们与2019-nCoV确诊患者隔离开。病床之间应始终保持至少1米距离。,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,首先，COVID-19病毒和流感病毒会导致相似的疾病症状。它们都引起呼吸系统疾病，有的患者无症状或属轻症，有的则患重症甚至死亡。其次，这两种病毒均通过接触、飞沫和污染物传播。因此，可以采取同样的公共卫生措施，例如保持良好的手卫生习惯和呼吸礼仪（咳嗽时屈肘遮掩口鼻或使用纸巾，并立即适当处置用过的纸巾）。这些措施对于预防感染很重要。
510,2019-nCoV疑似或确诊患者如果症状轻微，是否需要住院治疗？,不需要。轻症患者，例如低烧、咳嗽、不适、流涕、咽痛的患者，如果没有任何警示体征，如气短或呼吸困难、呼吸道症状恶化（有痰或咯血）、胃肠道症状（恶心、呕吐和/或腹泻等），且精神状态并无变化，在不担心发生临床症状快速恶化的情况下，可能不需要住院治疗。应告知所有居家休息的患者，如果病情恶化，即须到医院治疗。关于入院标准的更多信息 - 英文关于2019-nCoV轻症患者居家护理的信息,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,2019-nCoV急性呼吸道疾病疑似和确诊患者最好应单间隔离。如果这不可行（例如单人病房数量有限），也可以合住。一些2019-nCoV的疑似患者实际上可能还患有其他呼吸系统疾病，因此必须将他们与2019-nCoV确诊患者隔离开。病床之间应始终保持至少1米距离。
511,如果需要住院治疗，是否需要由专科医院或转诊医院收治2019-nCoV疑似或确诊患者？,不需要。世卫组织目前的建议是，并不要求必须由专科医院或转诊医院收治2019-nCoV急性呼吸道疾病疑似或确诊患者。但如果国家或地区认为这类医院最有可能安全收治2019-nCoV疑似或确诊患者，或者出于其他临床原因（例如需要有先进的生命支持设备），也可以选择仅由这类医院收治患者。无论如何，为保护患者、医护人员和探访者，任何收治2019-nCoV疑似或确诊患者的医疗机构均应遵循世卫组织关于医疗机构感染防控的建议。世卫组织关于医疗机构感染防控的建议,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,人们可以从其他感染者那里感染该病毒。2019冠状病毒病可以通过患者咳嗽或呼气时鼻或口产生的飞沫在人与人之间传播。这些飞沫掉落在患者周围的物体和表面上。其他人触摸这些物体或表面后触摸本人眼、鼻或口，就有可能患上2019冠状病毒病。如果吸入感染者咳嗽或呼气时产生的飞沫，也可能会感染病毒。因此，与患者保持1米（3英尺）以上的距离很重要。世卫组织正在评估目前关于2019冠状病毒病传播方式的研究，并将继续分享最新研究结果。该病毒能通过空气传播吗？迄今的研究结果显示，该病毒主要通过呼吸道飞沫传播，而不是通过空气传播。参见上面对“2019冠状病毒病如何传播？”问题的答复。无症状感染者是否也可以传播2019冠状病毒病？这一疾病主要通过咳嗽者的呼吸道飞沫传播。从没有任何症状的人那里感染2019冠状病毒病的风险很低。但2019冠状病毒病的许多患者仅有轻微症状，在发病早期尤其如此。因此，从轻微咳嗽且并未感到不适的人那里感染2019冠状病毒病是可能的。世卫组织正在评估目前关于2019冠状病毒病传染期的研究，并将继续分享最新研究结果。2019冠状病毒病会粪口传播吗？从感染者粪便中感染2019冠状病毒病的风险似乎很低。尽管初步调查表明在某些情况下该病毒可能存于粪便中，但粪口传播并非本次疫情的主要传播途径。世卫组织正在评估目前关于2019冠状病毒病传播方式的研究，并将继续分享新的研究结果。考虑到有此风险，更应在便后和饭前勤洗手。
512,对于2019-nCoV疑似或确诊患者所在的医疗机构或住所，推荐使用哪些消毒剂对环境消毒？,在2019-nCoV疑似或确诊患者所处的医疗机构或住所中，应使用可以有效抑制2019-nCoV和其他冠状病毒等包膜病毒的消毒剂对环境消毒。许多消毒剂（例如常用的医院消毒剂）对包膜病毒有抑制作用。世卫组织目前建议：用70%医用酒精对可以重复使用的专用设备(如温度计) 进行消毒。用0.5%（相当于5000ppm）的次氯酸钠对家中或医疗机构中经常接触的表面进行消毒。2019-nCoV疫情期间医疗机构指导方针 - 英文医疗机构的感染预防和控制,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,有两项研究称使用LPV/r作为接触后预防SARS-CoV和MERS-CoV的方法。其中一项研究表明，与未服用任何药物的卫生工作者相比，服用LPV/r的卫生工作者中MERS-CoV感染的发生率较低；另一项研究指出，在与SARS患者住在同一病房的19名艾滋病毒感染者中，没有发现SARS-CoV感染病例，其中11人正在接受抗逆转录病毒治疗。同样，由于样本量小、所提供药物的可变性以及暴露强度的不确定性，证据的确定性非常低。
513,2019-nCoV能在干燥的物体表面存活多久？,目前没有关于2019-nCoV在物体表面稳定性的数据。从实验室对SARS-CoV和MERS-CoV的研究数据来看，环境稳定性取决于相对温度、湿度和表面类型等若干因素。世卫组织继续监测关于新型冠状病毒的现有证据，并将在获得相关证据后予以更新。,chinese,Q&A on infection prevention and control for health care workers caring for patients with suspected or confirmed 2019-nCoV,导致COVID-19的病毒主要通过感染者咳嗽、打喷嚏或说话时产生的飞沫传播。这些飞沫太重，无法悬浮在空气中，很快就会落在地板或各种表面上。如果你与COVID-19患者相距1米以内，你可能会因为吸入病毒而被感染，或者因为在洗手前触摸了一个被污染的表面，然后又触摸自己的眼睛、鼻子或嘴巴而被感染。
